id,date,state,county,addr,death,injured,link
2295086,"May 5, 2022",New York,Bronx,671 Westchester Ave,0,2,https://twitter.com/NYC_Alerts911/status/1522380806655819776
2295083,"May 5, 2022",Illinois,Geneva,700 block of McKinley Ave,1,0,https://www.dailyherald.com/news/20220505/1-person-in-custody-after-suspicious-shooting-death-of-geneva-woman
2295074,"May 5, 2022",Ohio,Dayton,4400 block of Saylor St,1,0,https://www.daytondailynews.com/crime/woman-found-in-car-dies-at-hospital-following-harrison-twp-shooting/K3OM7CZT6RCR7LYAAXAFR5DHRY/
2295067,"May 5, 2022",Ohio,Columbus,3726 Eakin Rd,0,1,https://myfox28columbus.com/news/local/eakin-road-hilltop-columbus-franklin-county-ohio-shooting-division-of-police-victim-5-5-2022
2295056,"May 5, 2022",Illinois,Chicago,6800 block of S Morgan St,0,1,https://home.chicagopolice.org/media_incident/6800-block-of-south-morgan-on-05-may-2022-at-approx-528pm-007th-district/
2295052,"May 5, 2022",Ohio,Columbus,1899 Oakland Park Ave,1,0,https://www.dispatch.com/story/news/crime/2022/05/04/shotspotter-gunshot-detection-system-reported-least-19-shots-fired/9652354002/
2295050,"May 5, 2022",Illinois,Chicago,1100 block of W 81st St,0,1,https://home.chicagopolice.org/media_incident/1100-block-of-west-81st-on-05-may-2022-at-approx-110pm-006th-district/
2295048,"May 5, 2022",Michigan,Grand Rapids,2300 block of Buchanan Ave SW,0,1,https://www.woodtv.com/news/grand-rapids/grpd-woman-in-serious-condition-after-shooting/
2295045,"May 5, 2022",Illinois,Chicago,4300 block of W Ford City Dr,0,1,https://home.chicagopolice.org/media_incident/4300-block-of-w-ford-city-dr-on-may-5-2022-at-approx-512-a-m-8th-district/
2295042,"May 5, 2022",Texas,Fort Worth,5200 block of Eastland St,1,1,https://www.star-telegram.com/news/local/crime/article261108032.html
2294679,"May 5, 2022",Michigan,Clare,1131 N McEwan St,1,0,https://www.buzzfile.com/business/Dairy-Phil-989-386-2647
2295031,"May 5, 2022",Ohio,Lowellville,52 Rocket Pl,0,1,https://fox8.com/news/self-inflicted-shooting-leads-to-lockdown-of-lowellville-schools/
